Week,Date,Time,Solar production (kW),Storage production (kW),Load Consumption (kW),Import from grid (kW)
1,9/28/2025,17:40,234,71,309,0
1,9/28/2025,17:45,173,125,304,0
1,9/28/2025,17:50,125,200,324,0
1,9/28/2025,17:55,99,230,322,0
1,9/28/2025,18:00,82,224,296,0
1,9/28/2025,18:05,65,229,302,0
1,9/28/2025,18:10,57,234,294,0
1,9/28/2025,18:15,46,255,291,0
1,9/28/2025,18:20,38,255,278,0
1,9/28/2025,18:25,21,234,236,0
1,9/28/2025,18:30,2,255,234,0
1,9/28/2025,18:35,0,255,229,0
1,9/28/2025,18:40,0,255,228,0
1,9/28/2025,18:45,0,255,227,0
1,9/28/2025,18:50,0,255,228,0
1,9/28/2025,18:55,0,255,229,0
1,9/28/2025,19:00,0,271,237,0
1,9/28/2025,19:05,0,170,143,0
1,9/28/2025,19:10,0,159,134,0
1,9/28/2025,19:15,0,159,135,0
1,9/28/2025,19:20,0,159,136,0
1,9/28/2025,19:25,0,154,134,0
1,9/28/2025,19:30,0,159,134,0
1,9/28/2025,19:35,0,154,133,0
1,9/28/2025,19:40,0,154,133,0
1,9/28/2025,19:45,0,154,135,0
1,9/28/2025,19:50,0,154,132,0
1,9/28/2025,19:55,0,154,132,0
1,9/28/2025,20:00,0,154,132,0
1,9/28/2025,20:05,0,159,132,0
1,9/28/2025,20:10,0,21,6,0
1,9/28/2025,20:15,0,21,7,0
1,9/28/2025,20:20,0,21,6,0
1,9/28/2025,20:25,0,21,6,0
1,9/28/2025,20:30,0,21,6,0
1,9/28/2025,20:35,0,21,6,0
1,9/28/2025,20:40,0,21,6,0
1,9/28/2025,20:45,0,21,6,0
1,9/28/2025,20:50,0,21,4,0
1,9/28/2025,20:55,0,21,6,0
1,9/28/2025,21:00,0,21,6,0
1,9/28/2025,21:05,0,21,6,0
1,9/28/2025,21:10,0,21,6,0
1,9/28/2025,21:15,0,21,6,0
1,9/28/2025,21:20,0,21,5,0
1,9/28/2025,21:25,0,21,7,0
1,9/28/2025,21:30,0,21,8,0
1,9/28/2025,21:35,0,21,6,0
1,9/28/2025,21:40,0,21,6,0
1,9/28/2025,21:45,0,21,6,0
1,9/28/2025,21:50,0,21,6,0
1,9/28/2025,22:00,0,21,6,0
1,9/28/2025,22:05,0,21,7,0
1,9/28/2025,22:10,0,21,6,0
1,9/28/2025,22:15,0,21,8,0
1,9/28/2025,22:20,0,21,5,0
1,9/28/2025,22:25,0,21,6,0
1,9/28/2025,22:30,0,21,7,0
1,9/28/2025,22:35,0,21,6,0
1,9/28/2025,22:40,0,21,7,0
1,9/28/2025,22:45,0,21,6,0
1,9/28/2025,22:50,0,21,6,0
1,9/28/2025,22:55,0,21,6,0
1,9/28/2025,23:00,0,21,6,0
1,9/28/2025,23:05,0,21,7,0
1,9/28/2025,23:10,0,21,6,0
1,9/28/2025,23:15,0,21,6,0
1,9/28/2025,23:20,0,21,7,0
1,9/28/2025,23:25,0,21,5,0
1,9/28/2025,23:30,0,21,5,0
1,9/28/2025,23:35,0,21,6,0
1,9/28/2025,23:40,0,21,5,0
1,9/28/2025,23:45,0,21,4,0
1,9/28/2025,23:50,0,21,6,0
1,9/28/2025,23:55,0,10.5,2.5,0
1,9/29/2025,0:05,0,21,8,0
1,9/29/2025,0:10,0,21,5,0
1,9/29/2025,0:15,0,21,5,0
1,9/29/2025,0:20,0,21,7,0
1,9/29/2025,0:25,0,21,5,0
1,9/29/2025,0:30,0,21,6,0
1,9/29/2025,0:35,0,21,6,0
1,9/29/2025,0:40,0,21,7,0
1,9/29/2025,0:45,0,21,6,0
1,9/29/2025,0:50,0,21,5,0
1,9/29/2025,0:55,0,21,6,0
1,9/29/2025,1:00,0,21,6,0
1,9/29/2025,1:05,0,21,6,0
1,9/29/2025,1:10,0,21,5,0
1,9/29/2025,1:15,0,21,6,0
1,9/29/2025,1:20,0,21,5,0
1,9/29/2025,1:25,0,21,6,0
1,9/29/2025,1:30,0,21,7,0
1,9/29/2025,1:35,0,21,5,0
1,9/29/2025,1:40,0,21,6,0
1,9/29/2025,1:45,0,21,4,0
1,9/29/2025,1:50,0,21,5,0
1,9/29/2025,1:55,0,21,6,0
1,9/29/2025,2:00,0,21,9,0
1,9/29/2025,2:05,0,21,8,0
1,9/29/2025,2:10,0,21,7,0
1,9/29/2025,2:15,0,21,6,0
1,9/29/2025,2:20,0,21,6,0
1,9/29/2025,2:25,0,21,6,0
1,9/29/2025,2:30,0,21,6,0
1,9/29/2025,2:35,0,21,6,0
1,9/29/2025,2:40,0,21,6,0
1,9/29/2025,2:45,0,21,5,0
1,9/29/2025,2:50,0,21,7,0
1,9/29/2025,2:55,0,21,6,0
1,9/29/2025,3:00,0,21,9,0
1,9/29/2025,3:05,0,21,6,0
1,9/29/2025,3:10,0,21,6,0
1,9/29/2025,3:15,0,21,5,0
1,9/29/2025,3:20,0,21,7,0
1,9/29/2025,3:25,0,21,5,0
1,9/29/2025,3:30,0,21,5,0
1,9/29/2025,3:35,0,21,6,0
1,9/29/2025,3:40,0,21,6,0
1,9/29/2025,3:45,0,21,6,0
1,9/29/2025,3:50,0,21,5,0
1,9/29/2025,3:55,0,21,5,0
1,9/29/2025,4:00,0,21,7,0
1,9/29/2025,4:05,0,21,5,0
1,9/29/2025,4:10,0,10.5,4,0
1,9/29/2025,4:15,0,21,5,0
1,9/29/2025,4:20,0,21,7,0
1,9/29/2025,4:25,0,21,6,0
1,9/29/2025,4:30,0,21,5,0
1,9/29/2025,4:35,0,10.5,3,0
1,9/29/2025,4:40,0,21,6,0
1,9/29/2025,4:45,0,21,5,0
1,9/29/2025,4:50,0,21,6,0
1,9/29/2025,4:55,0,21,6,0
1,9/29/2025,5:00,0,21,6,0
1,9/29/2025,5:05,0,21,4,0
1,9/29/2025,5:10,0,21,6,0
1,9/29/2025,5:20,0,21,7,0
1,9/29/2025,5:25,0,21,6,0
1,9/29/2025,5:30,0,21,5,0
1,9/29/2025,5:35,0,21,6,0
1,9/29/2025,5:40,0,21,6,0
1,9/29/2025,5:45,0,21,6,0
1,9/29/2025,5:50,0,21,6,0
1,9/29/2025,5:55,0,21,7,0
1,9/29/2025,6:00,0,21,6,0
1,9/29/2025,6:05,0,21,6,0
1,9/29/2025,6:10,0,21,6,0
1,9/29/2025,6:15,0,21,6,0
1,9/29/2025,6:20,0,21,5,0
1,9/29/2025,6:25,0,16,6,0
1,9/29/2025,6:30,4,0,6,0
1,9/29/2025,6:35,11,0,5,0
1,9/29/2025,6:40,20,0,7,0
1,9/29/2025,6:45,33,0,7,0
1,9/29/2025,6:50,57,0,5,0
1,9/29/2025,6:55,83,0,7,0
1,9/29/2025,7:00,104,0,5,0
1,9/29/2025,7:05,135,0,5,0
1,9/29/2025,7:10,142,0,3,0
1,9/29/2025,7:15,162,0,5,0
1,9/29/2025,7:20,177,0,4,0
1,9/29/2025,7:25,185,0,5,0
1,9/29/2025,7:30,223,0,4,0
1,9/29/2025,7:35,249,0,3,0
1,9/29/2025,7:40,288,0,4,0
1,9/29/2025,7:45,298,0,4,0
1,9/29/2025,7:50,297,0,207,0
1,9/29/2025,7:55,302,0,191,0
1,9/29/2025,8:00,313,0,156,0
1,9/29/2025,8:05,340,16,375,0
1,9/29/2025,8:10,366,176,551,0
1,9/29/2025,8:15,526,0,510,0
1,9/29/2025,8:20,540,0,557,0
1,9/29/2025,8:25,637,0,628,0
1,9/29/2025,8:30,663,117,773,0
1,9/29/2025,8:35,821,234,1098,0
1,9/29/2025,8:40,818,223,1024,0
1,9/29/2025,8:45,837,10,853,0
1,9/29/2025,8:50,705,218,910,0
1,9/29/2025,8:55,754,95,850,0
1,9/29/2025,9:00,823,0,807,0
1,9/29/2025,9:05,908,10,935,0
1,9/29/2025,9:10,899,26,916,0
1,9/29/2025,9:15,994,0,946,0
1,9/29/2025,9:20,537,0,466,0
1,9/29/2025,9:25,1202,0,964,0
1,9/29/2025,9:30,955,21,968,0
1,9/29/2025,9:35,1151,0,1115,0
1,9/29/2025,9:40,887,90,974,0
1,9/29/2025,9:45,736,212,967,0
1,9/29/2025,9:50,691,435,1116,0
1,9/29/2025,9:55,1074,0,1050,0
1,9/29/2025,10:00,1238,0,1210,0
1,9/29/2025,10:05,1013,567,1084,0
1,9/29/2025,10:10,1081,69,1025,0
1,9/29/2025,10:15,1514,0,1026,0
1,9/29/2025,10:20,1062,0,929,0
1,9/29/2025,10:25,1332,0,914,0
1,9/29/2025,10:30,981,0,983,0
1,9/29/2025,10:35,956,58,1020,0
1,9/29/2025,10:40,1382,0,1097,0
1,9/29/2025,10:45,1674,0,1058,0
1,9/29/2025,10:50,1725,0,988,0
1,9/29/2025,10:55,1627,0,1045,0
1,9/29/2025,11:00,1940,0,1079,0
1,9/29/2025,11:05,2019,0,1093,0
1,9/29/2025,11:10,1673,0,1051,0
1,9/29/2025,11:15,1759,0,1040,0
1,9/29/2025,11:20,1731,0,1021,0
1,9/29/2025,11:25,2567,0,1100,0
1,9/29/2025,11:30,1812,0,1099,0
1,9/29/2025,11:35,1671,0,1135,0
1,9/29/2025,11:40,2263,0,1045,0
1,9/29/2025,11:45,2705,0,1059,0
1,9/29/2025,11:50,2544,0,1163,0
1,9/29/2025,11:55,2047,0,1133,0
1,9/29/2025,12:00,3224,0,1129,0
1,9/29/2025,12:05,2036,0,1146,0
1,9/29/2025,12:10,1154,0,1150,0
1,9/29/2025,12:15,1175,0,1153,0
1,9/29/2025,12:20,1165,33,1169,0
1,9/29/2025,12:25,1195,88,1138,0
1,9/29/2025,12:30,1191,0,1130,0
1,9/29/2025,12:35,1209,0,1173,0
1,9/29/2025,12:40,1144,0,1086,0
1,9/29/2025,12:45,1126,0,1076,0
1,9/29/2025,12:50,1136,0,1065,0
1,9/29/2025,12:55,1077,0,1031,0
1,9/29/2025,13:00,1087,0,1033,0
1,9/29/2025,13:05,1116,0,1064,0
1,9/29/2025,13:10,1083,0,1038,0
1,9/29/2025,13:15,1243,0,1178,0
1,9/29/2025,13:20,1265,89,1887,0
1,9/29/2025,13:25,1258,77,1204,0
1,9/29/2025,13:30,1207,0,1156,0
1,9/29/2025,13:35,1928,0,1161,0
1,9/29/2025,13:40,1225,0,1197,0
1,9/29/2025,13:45,1219,0,1149,0
1,9/29/2025,13:50,1224,0,1167,0
1,9/29/2025,13:55,1231,0,1209,0
1,9/29/2025,14:00,1239,0,1166,0
1,9/29/2025,14:05,618,0,595,0
1,9/29/2025,14:10,1234,0,1170,0
1,9/29/2025,14:15,1211,0,1155,0
1,9/29/2025,14:20,1213,0,1172,0
1,9/29/2025,14:25,1193,0,1163,0
1,9/29/2025,14:30,1067,132,1183,0
1,9/29/2025,14:35,1239,0,1164,0
1,9/29/2025,14:40,1269,0,1218,0
1,9/29/2025,14:45,1186,0,1119,0
1,9/29/2025,14:50,1190,0,1139,0
1,9/29/2025,14:55,1179,0,1146,0
1,9/29/2025,15:00,1213,0,1184,0
1,9/29/2025,15:05,1224,0,1201,0
1,9/29/2025,15:10,1164,0,1137,0
1,9/29/2025,15:15,1152,0,1121,0
1,9/29/2025,15:20,1138,0,1107,0
1,9/29/2025,15:25,1191,126,1160,0
1,9/29/2025,15:30,967,213,1144,0
1,9/29/2025,15:35,965,195,1137,0
1,9/29/2025,15:40,1104,43,1147,0
1,9/29/2025,15:45,1041,91,1118,0
1,9/29/2025,15:50,892,310,1173,0
1,9/29/2025,15:55,777,441,1191,0
1,9/29/2025,16:00,703,489,1171,0
1,9/29/2025,16:05,647,404,1045,0
1,9/29/2025,16:10,578,542,1081,0
1,9/29/2025,16:15,525,531,1035,0
1,9/29/2025,16:20,492,574,1037,0
1,9/29/2025,16:25,446,658,1076,0
1,9/29/2025,16:30,408,700,1067,0
1,9/29/2025,16:35,394,700,1071,0
1,9/29/2025,16:40,370,732,1068,0
1,9/29/2025,16:45,457,811,1233,0
1,9/29/2025,16:50,279,838,1071,0
1,9/29/2025,16:55,210,901,1072,0
1,9/29/2025,17:00,236,874,1071,0
1,9/29/2025,17:05,243,837,1028,0
1,9/29/2025,17:10,227,858,1050,0
1,9/29/2025,17:15,243,927,1129,0
1,9/29/2025,17:20,284,1843,2029,0
1,9/29/2025,17:25,284,1058,1294,0
1,9/29/2025,17:30,256,883,1107,0
1,9/29/2025,17:35,217,920,1103,0
1,9/29/2025,17:40,189,968,1112,0
1,9/29/2025,17:45,154,1000,1111,0
1,9/29/2025,17:50,119,1016,1096,0
1,9/29/2025,17:55,182,942,1100,0
1,9/29/2025,18:00,492,441,901,0
1,9/29/2025,18:05,349,663,1011,0
1,9/29/2025,18:10,155,911,1024,0
1,9/29/2025,18:15,215,736,922,0
1,9/29/2025,18:20,12,894,857,0
1,9/29/2025,18:25,0,842,784,0
1,9/29/2025,18:30,1,794,745,0
1,9/29/2025,18:35,0,710,656,0
1,9/29/2025,18:40,0,715,667,0
1,9/29/2025,18:45,0,352,328,0
1,9/29/2025,18:50,0,709,656,0
1,9/29/2025,18:55,0,720,666,0
1,9/29/2025,19:00,0,614,569,0
1,9/29/2025,19:05,0,355,334,0
1,9/29/2025,19:10,0,361,339,0
1,9/29/2025,19:15,0,234,204,0
1,9/29/2025,19:20,0,228,199,0
1,9/29/2025,19:25,0,223,195,0
1,9/29/2025,19:30,0,207,179,0
1,9/29/2025,19:35,0,143,123,0
1,9/29/2025,19:40,0,143,122,0
1,9/29/2025,19:45,0,143,122,0
1,9/29/2025,19:50,0,154,131,0
1,9/29/2025,19:55,0,143,122,0
1,9/29/2025,20:00,0,101,80,0
1,9/29/2025,20:05,0,101,80,0
1,9/29/2025,20:10,0,101,81,0
1,9/29/2025,20:15,0,95,79,0
1,9/29/2025,20:20,0,202,190,0
1,9/29/2025,20:25,0,95,78,0
1,9/29/2025,20:30,0,90,74,0
1,9/29/2025,20:35,0,95,76,0
1,9/29/2025,20:40,0,90,76,0
1,9/29/2025,20:45,0,95,75,0
1,9/29/2025,20:50,0,58,43,0
1,9/29/2025,20:55,0,58,43,0
1,9/29/2025,21:00,0,63,43,0
1,9/29/2025,21:05,0,58,42,0
1,9/29/2025,21:10,0,58,43,0
1,9/29/2025,21:15,0,58,44,0
1,9/29/2025,21:20,0,58,42,0
1,9/29/2025,21:25,0,58,43,0
1,9/29/2025,21:30,0,58,44,0
1,9/29/2025,21:35,0,58,44,0
1,9/29/2025,21:40,0,58,43,0
1,9/29/2025,21:45,0,58,43,0
1,9/29/2025,21:50,0,58,42,0
1,9/29/2025,21:55,0,58,43,0
1,9/29/2025,22:00,0,58,44,0
1,9/29/2025,22:05,0,53,43,0
1,9/29/2025,22:10,0,58,44,0
1,9/29/2025,22:15,0,58,43,0
1,9/29/2025,22:20,0,58,43,0
1,9/29/2025,22:25,0,63,43,0
1,9/29/2025,22:30,0,58,43,0
1,9/29/2025,22:35,0,58,43,0
1,9/29/2025,22:40,0,58,43,0
1,9/29/2025,22:45,0,58,44,0
1,9/29/2025,22:55,0,58,44,0
1,9/29/2025,23:00,0,58,43,0
1,9/29/2025,23:05,0,58,44,0
1,9/29/2025,23:10,0,58,43,0
1,9/29/2025,23:15,0,58,44,0
1,9/29/2025,23:20,0,58,42,0
1,9/29/2025,23:25,0,58,43,0
1,9/29/2025,23:30,0,58,44,0
1,9/29/2025,23:35,0,58,42,0
1,9/29/2025,23:40,0,58,43,0
1,9/29/2025,23:45,0,58,45,0
1,9/29/2025,23:50,0,58,43,0
1,9/29/2025,23:55,0,58,44,0
1,9/30/2025,0:00,0,58,43,0
1,9/30/2025,0:05,0,58,43,0
1,9/30/2025,0:10,0,52,43,0
1,9/30/2025,0:15,0,58,43,0
1,9/30/2025,0:20,0,58,43,0
1,9/30/2025,0:25,0,58,44,0
1,9/30/2025,0:30,0,58,42,0
1,9/30/2025,0:35,0,58,43,0
1,9/30/2025,0:40,0,58,43,0
1,9/30/2025,0:45,0,58,44,0
1,9/30/2025,0:50,0,58,44,0
1,9/30/2025,0:55,0,58,44,0
1,9/30/2025,1:00,0,58,44,0
1,9/30/2025,1:05,0,58,43,0
1,9/30/2025,1:10,0,58,43,0
1,9/30/2025,1:15,0,58,44,0
1,9/30/2025,1:20,0,58,44,0
1,9/30/2025,1:25,0,58,43,0
1,9/30/2025,1:30,0,58,42,0
1,9/30/2025,1:35,0,58,42,0
1,9/30/2025,1:40,0,58,43,0
1,9/30/2025,1:45,0,58,44,0
1,9/30/2025,1:50,0,52,44,0
1,9/30/2025,1:55,0,52,44,0
1,9/30/2025,2:00,0,58,43,0
1,9/30/2025,2:05,0,58,43,0
1,9/30/2025,2:10,0,52,43,0
1,9/30/2025,2:15,0,58,44,0
1,9/30/2025,2:20,0,52,43,0
1,9/30/2025,2:25,0,58,43,0
1,9/30/2025,2:30,0,58,43,0
1,9/30/2025,2:35,0,58,43,0
1,9/30/2025,2:40,0,58,42,0
1,9/30/2025,2:45,0,58,44,0
1,9/30/2025,2:50,0,58,44,0
1,9/30/2025,2:55,0,58,44,0
1,9/30/2025,3:00,0,58,42,0
1,9/30/2025,3:05,0,58,43,0
1,9/30/2025,3:10,0,58,43,0
1,9/30/2025,3:15,0,52,42,0
1,9/30/2025,3:20,0,58,42,0
1,9/30/2025,3:25,0,58,43,0
1,9/30/2025,3:30,0,58,42,0
1,9/30/2025,3:35,0,58,43,0
1,9/30/2025,3:40,0,52,43,0
1,9/30/2025,3:45,0,52,43,0
1,9/30/2025,3:50,0,58,43,0
1,9/30/2025,3:55,0,58,43,0
1,9/30/2025,4:00,0,52,42,0
1,9/30/2025,4:05,0,52,43,0
1,9/30/2025,4:10,0,52,43,0
1,9/30/2025,4:15,0,52,45,0
1,9/30/2025,4:20,0,52,42,0
1,9/30/2025,4:25,0,58,42,0
1,9/30/2025,4:30,0,58,43,0
1,9/30/2025,4:35,0,58,43,0
1,9/30/2025,4:40,0,58,43,0
1,9/30/2025,4:45,0,58,44,0
1,9/30/2025,4:50,0,52,44,0
1,9/30/2025,4:55,0,52,43,0
1,9/30/2025,5:00,0,58,43,0
1,9/30/2025,5:05,0,52,44,0
1,9/30/2025,5:10,0,29,22,0
1,9/30/2025,5:15,0,52,43,0
1,9/30/2025,5:20,0,52,43,0
1,9/30/2025,5:25,0,52,42,0
1,9/30/2025,5:30,0,52,44,0
1,9/30/2025,5:35,0,52,42,0
1,9/30/2025,5:40,0,52,43,0
1,9/30/2025,5:45,0,52,44,0
1,9/30/2025,5:50,0,52,43,0
1,9/30/2025,5:55,0,57,43,0
1,9/30/2025,6:00,0,52,43,0
1,9/30/2025,6:05,0,52,43,0
1,9/30/2025,6:10,0,57,43,0
1,9/30/2025,6:15,0,57,44,0
1,9/30/2025,6:20,0,52,44,0
1,9/30/2025,6:25,0,47,42,0
1,9/30/2025,6:30,0,42,43,0
1,9/30/2025,6:35,4,42,43,0
1,9/30/2025,6:40,16,26,43,0
1,9/30/2025,6:45,21,10,43,0
1,9/30/2025,6:50,32,0,43,0
1,9/30/2025,6:55,60,0,41,0
